Subject,itemID,adjective,adjEighth,adjFifth,adjFirst,adjFourth,adjSecond,adjSeventh,adjSixth,adjThird,DegreeOrder,Condition,Restrictor,Expression,Predicate,Position,Answer
165,93,profitable,100,100,1,100,100,100,0,0,AFCHGBDE,T2,ABDE,None,have 24/7 customer support,4,0
293,94,safe,0,100,21,89,0,85,39,64,CBEGHDFA,Tr,FGH,All,are situated North of the city center,2,82
293,94,safe,0,100,21,89,0,85,39,64,CBEGHDFA,Fa,ABH,None,border a river,1,0
293,94,safe,0,100,21,89,0,85,39,64,CBEGHDFA,T1,DGH,Conj3,have a hardware store,3,24
293,94,safe,0,100,21,89,0,85,39,64,CBEGHDFA,T2,AE,Conj2,have a public library,4,0
242,95,complete,0,100,1,100,100,0,0,5,BGAFHCDE,Tr,ABC,None,require an official statement from the bank,1,100
242,95,complete,0,100,1,100,100,0,0,5,BGAFHCDE,Fa,ABDE,Num3,are about credit card fraud,3,0
242,95,complete,0,100,1,100,100,0,0,5,BGAFHCDE,T1,DEGH,Some,involve a repeat offender,2,100
242,95,complete,0,100,1,100,100,0,0,5,BGAFHCDE,T2,AE,Conj2,affect retired clients,4,0
3,96,full,0,11,27,9,50,0,90,7,CBFDEAGH,Tr,FGH,Conj3,included a layover,4,0
3,96,full,0,11,27,9,50,0,90,7,CBFDEAGH,Fa,ABDE,Num3,were international,3,74
3,96,full,0,11,27,9,50,0,90,7,CBFDEAGH,T1,DEGH,Some,left in the morning,1,20
3,96,full,0,11,27,9,50,0,90,7,CBFDEAGH,T2,DEH,All,used a Boeing model plane,2,0
295,97,tall,0,100,30,29,68,100,100,100,BDFCHEGA,Tr,ABGH,Num2,have roommates,4,100
295,97,tall,0,100,30,29,68,100,100,100,BDFCHEGA,Fa,ABH,None,use public transport,2,0
295,97,tall,0,100,30,29,68,100,100,100,BDFCHEGA,T1,DEGH,Some,play video games,1,94
295,97,tall,0,100,30,29,68,100,100,100,BDFCHEGA,T2,ADEH,Num3,drink coffee,3,100
138,98,powerful,50,56,11,37,100,21,79,73,AHFCEGBD,Tr,AFGH,Num3,have leather interiors,4,100
138,98,powerful,50,56,11,37,100,21,79,73,AHFCEGBD,Fa,ABH,None,have heated seats,1,0
138,98,powerful,50,56,11,37,100,21,79,73,AHFCEGBD,T1,DEGH,Some,are black,2,100
138,98,powerful,50,56,11,37,100,21,79,73,AHFCEGBD,T2,DEH,Conj3,have a touchscreen,3,95
182,99,young,97,40,20,60,49,45,74,31,AFGCHDEB,Tr,ADGH,Some,are left-handed,4,50
182,99,young,97,40,20,60,49,45,74,31,AFGCHDEB,Fa,ABDE,Num3,have houseplants,3,50
182,99,young,97,40,20,60,49,45,74,31,AFGCHDEB,T1,ABDGH,Num2,keep journals,1,100
182,99,young,97,40,20,60,49,45,74,31,AFGCHDEB,T2,DEH,All,use black pens,2,100
238,100,hot,69,68,80,88,84,99,74,82,DFEGACHB,Tr,AFGH,Num3,were windy,3,91
238,100,hot,69,68,80,88,84,99,74,82,DFEGACHB,Fa,AH,Conj2,had high humidity,2,77
238,100,hot,69,68,80,88,84,99,74,82,DFEGACHB,T1,DGH,Conj3,had heavy traffic,1,80
238,100,hot,69,68,80,88,84,99,74,82,DFEGACHB,T2,ABDE,Some,were workdays,4,71
175,101,expensive,100,63,38,80,73,68,88,54,ADBHGECF,Tr,ABGH,Num2,have tinted windows,2,100
175,101,expensive,100,63,38,80,73,68,88,54,ADBHGECF,Fa,ABEH,All,are grey,1,68
175,101,expensive,100,63,38,80,73,68,88,54,ADBHGECF,T1,DH,Conj2,have the gas tank door on the left side,3,100
175,101,expensive,100,63,38,80,73,68,88,54,ADBHGECF,T2,ADEH,Num3,have reflector headlights,4,100
129,102,large,100,22,5,75,58,47,87,15,CDAGBEFH,Tr,FGH,All,are located on the top floor,2,100
129,102,large,100,22,5,75,58,47,87,15,CDAGBEFH,Fa,AH,Conj2,have double-glazed windows,3,5
129,102,large,100,22,5,75,58,47,87,15,CDAGBEFH,T1,ADFGH,Num3,come pre-furnished,1,100
129,102,large,100,22,5,75,58,47,87,15,CDAGBEFH,T2,DEH,Conj3,have air conditioning,4,13
83,103,late,100,100,1,0,100,100,0,0,BECAHDFG,Tr,ABC,None,drink tea,2,100
83,103,late,100,100,1,0,100,100,0,0,BECAHDFG,Fa,ABD,Num2,bring packed lunches,4,0
83,103,late,100,100,1,0,100,100,0,0,BECAHDFG,T1,ADFGH,Num3,use post-it notes,1,100
83,103,late,100,100,1,0,100,100,0,0,BECAHDFG,T2,DEH,All,work in HR,3,0
222,104,spicy,100,0,1,58,100,0,50,96,CHGEBDAF,Tr,FGH,All,contain lemongrass,3,99
222,104,spicy,100,0,1,58,100,0,50,96,CHGEBDAF,Fa,AH,Conj2,come with complimentary prawn crackers,4,50
222,104,spicy,100,0,1,58,100,0,50,96,CHGEBDAF,T1,ABD,None,are served with noodles,2,0
222,104,spicy,100,0,1,58,100,0,50,96,CHGEBDAF,T2,DEH,Conj3,contain holy basil,1,93
18,105,profitable,72,3,75,10,58,12,96,100,FDHBAGCE,Tr,GH,Conj2,have 24/7 customer support,4,100
18,105,profitable,72,3,75,10,58,12,96,100,FDHBAGCE,Fa,AB,Some,have employee uniforms,3,4
18,105,profitable,72,3,75,10,58,12,96,100,FDHBAGCE,T1,DEGH,All,are construction companies,1,100
18,105,profitable,72,3,75,10,58,12,96,100,FDHBAGCE,T2,ABDH,Num2,are family businesses,2,88
248,106,safe,90,91,12,62,100,70,54,0,BHADGCEF,Tr,FGH,All,border a river,1,95
248,106,safe,90,91,12,62,100,70,54,0,BHADGCEF,Fa,ABE,Num2,are situated North of the city center,3,8
248,106,safe,90,91,12,62,100,70,54,0,BHADGCEF,T1,DEGH,Some,have a public library,2,100
248,106,safe,90,91,12,62,100,70,54,0,BHADGCEF,T2,ADEH,Num3,have a hardware store,4,70
289,107,complete,21,92,48,100,100,83,0,69,CHDGFAEB,Tr,ABGH,Num2,are about credit card fraud,3,100
289,107,complete,21,92,48,100,100,83,0,69,CHDGFAEB,Fa,ABH,Conj3,require an official statement from the bank,4,0
289,107,complete,21,92,48,100,100,83,0,69,CHDGFAEB,T1,EH,Conj2,involve a repeat offender,1,86
289,107,complete,21,92,48,100,100,83,0,69,CHDGFAEB,T2,ABDE,Some,affect retired clients,2,64
232,108,full,100,0,34,87,23,33,92,100,DBHEAFCG,Tr,FGH,All,included a layover,4,100
232,108,full,100,0,34,87,23,33,92,100,DBHEAFCG,Fa,ABH,None,used a Boeing model plane,2,0
232,108,full,100,0,34,87,23,33,92,100,DBHEAFCG,T1,ABDGH,Num2,were international,1,100
232,108,full,100,0,34,87,23,33,92,100,DBHEAFCG,T2,ABDE,Some,left in the morning,3,50
117,109,tall,47,49,100,100,20,85,100,0,FBAGDHEC,Tr,ABC,None,drink coffee,3,58
117,109,tall,47,49,100,100,20,85,100,0,FBAGDHEC,Fa,ABEH,All,have roommates,1,0
117,109,tall,47,49,100,100,20,85,100,0,FBAGDHEC,T1,DH,Conj2,use public transport,2,30
117,109,tall,47,49,100,100,20,85,100,0,FBAGDHEC,T2,ABEH,Num2,play video games,4,78
185,110,powerful,58,55,60,75,68,72,85,79,FAECDHBG,Tr,FGH,Conj3,have leather interiors,1,80
185,110,powerful,58,55,60,75,68,72,85,79,FAECDHBG,Fa,ABDE,Num3,are black,4,67
185,110,powerful,58,55,60,75,68,72,85,79,FAECDHBG,T1,DEGH,All,have a touchscreen,3,30
185,110,powerful,58,55,60,75,68,72,85,79,FAECDHBG,T2,AE,Conj2,have heated seats,2,63
5,111,young,99,72,85,84,98,93,73,77,DHBECAFG,Tr,FGH,All,use black pens,4,86
5,111,young,99,72,85,84,98,93,73,77,DHBECAFG,Fa,ABH,None,have houseplants,3,65
5,111,young,99,72,85,84,98,93,73,77,DHBECAFG,T1,EH,Conj2,keep journals,1,68
5,111,young,99,72,85,84,98,93,73,77,DHBECAFG,T2,ABEH,Num2,are left-handed,2,33
77,112,hot,83,50,25,99,88,17,73,68,BGDHCEAF,Tr,ABGH,Num2,were windy,3,99
77,112,hot,83,50,25,99,88,17,73,68,BGDHCEAF,Fa,ABH,None,had high humidity,4,6
77,112,hot,83,50,25,99,88,17,73,68,BGDHCEAF,T1,AEFGH,Num3,had heavy traffic,2,50
77,112,hot,83,50,25,99,88,17,73,68,BGDHCEAF,T2,DEH,Conj3,were workdays,1,80
228,113,expensive,45,82,28,23,74,100,65,42,AFCBGEHD,Tr,FGH,All,have the gas tank door on the left side,3,85
228,113,expensive,45,82,28,23,74,100,65,42,AFCBGEHD,Fa,AB,Some,have reflector headlights,4,12
228,113,expensive,45,82,28,23,74,100,65,42,AFCBGEHD,T1,EH,Conj2,have tinted windows,2,100
228,113,expensive,45,82,28,23,74,100,65,42,AFCBGEHD,T2,ADEH,Num3,are grey,1,79
223,114,large,51,79,12,21,32,4,63,85,BDHCGFAE,Tr,FGH,All,have double-glazed windows,2,100
223,114,large,51,79,12,21,32,4,63,85,BDHCGFAE,Fa,AB,Some,have air conditioning,1,0
223,114,large,51,79,12,21,32,4,63,85,BDHCGFAE,T1,AEFGH,Num3,come pre-furnished,4,83
223,114,large,51,79,12,21,32,4,63,85,BDHCGFAE,T2,AE,Conj2,are located on the top floor,3,50
74,115,late,0,33,21,0,0,0,100,79,ECGAFHBD,Tr,ABGH,Num2,use post-it notes,3,100
74,115,late,0,33,21,0,0,0,100,79,ECGAFHBD,Fa,ABH,Conj3,drink tea,1,0
74,115,late,0,33,21,0,0,0,100,79,ECGAFHBD,T1,ABE,None,bring packed lunches,4,0
74,115,late,0,33,21,0,0,0,100,79,ECGAFHBD,T2,ABDE,Some,work in HR,2,0
211,116,spicy,100,30,1,18,0,65,0,55,BCFDEAGH,Tr,GH,Conj2,contain lemongrass,2,100
211,116,spicy,100,30,1,18,0,65,0,55,BCFDEAGH,Fa,AB,Some,contain holy basil,4,0
211,116,spicy,100,30,1,18,0,65,0,55,BCFDEAGH,T1,DEGH,All,are served with noodles,1,0
211,116,spicy,100,30,1,18,0,65,0,55,BCFDEAGH,T2,ABDH,Num2,come with complimentary prawn crackers,3,56
201,117,profitable,100,80,34,93,11,63,1,58,CBDFGAEH,Tr,ABC,None,have 24/7 customer support,2,100
201,117,profitable,100,80,34,93,11,63,1,58,CBDFGAEH,Fa,ABH,Conj3,have employee uniforms,3,6
201,117,profitable,100,80,34,93,11,63,1,58,CBDFGAEH,T1,DH,Conj2,are construction companies,1,96
201,117,profitable,100,80,34,93,11,63,1,58,CBDFGAEH,T2,ABDE,Some,are family businesses,4,91
65,118,safe,77,0,100,68,0,45,90,74,HAEDBGCF,Tr,FGH,Conj3,are situated North of the city center,3,100
65,118,safe,77,0,100,68,0,45,90,74,HAEDBGCF,Fa,ABD,Num2,have a public library,2,0
65,118,safe,77,0,100,68,0,45,90,74,HAEDBGCF,T1,ADFGH,Num3,have a hardware store,4,100
65,118,safe,77,0,100,68,0,45,90,74,HAEDBGCF,T2,AD,Conj2,border a river,1,0
36,119,complete,0,100,14,100,86,63,50,77,BFEGHCDA,Tr,GH,Conj2,affect retired clients,4,98
36,119,complete,0,100,14,100,86,63,50,77,BFEGHCDA,Fa,ABH,Conj3,involve a repeat offender,2,25
36,119,complete,0,100,14,100,86,63,50,77,BFEGHCDA,T1,ABD,None,require an official statement from the bank,1,98
36,119,complete,0,100,14,100,86,63,50,77,BFEGHCDA,T2,ABEH,Num2,are about credit card fraud,3,85
171,120,full,92,90,1,93,39,73,100,100,ABGFDHCE,Tr,ABGH,Num2,included a layover,2,100
171,120,full,92,90,1,93,39,73,100,100,ABGFDHCE,Fa,AH,Conj2,were international,3,27
171,120,full,92,90,1,93,39,73,100,100,ABGFDHCE,T1,DEGH,All,left in the morning,1,94
171,120,full,92,90,1,93,39,73,100,100,ABGFDHCE,T2,ADEH,Num3,used a Boeing model plane,4,85
55,121,tall,81,100,100,33,61,100,20,100,ECGBFAHD,Tr,FGH,Conj3,drink coffee,2,100
55,121,tall,81,100,100,33,61,100,20,100,ECGBFAHD,Fa,ABH,None,have roommates,4,50
55,121,tall,81,100,100,33,61,100,20,100,ECGBFAHD,T1,DEGH,Some,use public transport,1,86
55,121,tall,81,100,100,33,61,100,20,100,ECGBFAHD,T2,AE,Conj2,play video games,3,22
200,122,powerful,15,56,64,40,73,87,64,11,HEACDFGB,Tr,GH,Conj2,are black,1,73
200,122,powerful,15,56,64,40,73,87,64,11,HEACDFGB,Fa,ABH,None,have a touchscreen,2,76
200,122,powerful,15,56,64,40,73,87,64,11,HEACDFGB,T1,DGH,Conj3,have heated seats,4,82
200,122,powerful,15,56,64,40,73,87,64,11,HEACDFGB,T2,ADEH,Num3,have leather interiors,3,79
279,123,young,23,63,91,55,82,0,68,31,HGCDEFAB,Tr,AEGH,Some,use black pens,1,80
279,123,young,23,63,91,55,82,0,68,31,HGCDEFAB,Fa,ABEH,All,keep journals,4,0
279,123,young,23,63,91,55,82,0,68,31,HGCDEFAB,T1,AEFGH,Num3,have houseplants,3,85
279,123,young,23,63,91,55,82,0,68,31,HGCDEFAB,T2,ABDE,None,are left-handed,2,57
76,124,hot,72,91,66,92,100,57,79,73,CHEFGDBA,Tr,ABC,None,were workdays,4,9
76,124,hot,72,91,66,92,100,57,79,73,CHEFGDBA,Fa,AB,Some,were windy,1,87
76,124,hot,72,91,66,92,100,57,79,73,CHEFGDBA,T1,DEGH,All,had high humidity,2,100
76,124,hot,72,91,66,92,100,57,79,73,CHEFGDBA,T2,AE,Conj2,had heavy traffic,3,24
13,125,expensive,79,72,85,43,4,5,16,18,EHCGDBAF,Tr,ABGH,Num2,have reflector headlights,3,23
13,125,expensive,79,72,85,43,4,5,16,18,EHCGDBAF,Fa,AH,Conj2,have the gas tank door on the left side,2,26
13,125,expensive,79,72,85,43,4,5,16,18,EHCGDBAF,T1,DGH,Conj3,are grey,1,40
13,125,expensive,79,72,85,43,4,5,16,18,EHCGDBAF,T2,ABDE,Some,have tinted windows,4,26
94,126,large,27,100,96,89,100,35,90,100,DCEFHGBA,Tr,AFGH,Num3,have air conditioning,2,98
94,126,large,27,100,96,89,100,35,90,100,DCEFHGBA,Fa,ABH,None,have double-glazed windows,4,12
94,126,large,27,100,96,89,100,35,90,100,DCEFHGBA,T1,DH,Conj2,are located on the top floor,1,87
94,126,large,27,100,96,89,100,35,90,100,DCEFHGBA,T2,DEH,Conj3,come pre-furnished,3,100
116,127,late,96,36,50,24,80,88,70,18,DFABCEGH,Tr,FGH,Conj3,drink tea,4,86
116,127,late,96,36,50,24,80,88,70,18,DFABCEGH,Fa,ABDE,Num3,bring packed lunches,3,55
116,127,late,96,36,50,24,80,88,70,18,DFABCEGH,T1,DEGH,All,work in HR,2,91
116,127,late,96,36,50,24,80,88,70,18,DFABCEGH,T2,AD,Conj2,use post-it notes,1,62
110,128,spicy,80,100,1,0,0,50,17,55,ACEBHDGF,Tr,ABGH,Num2,come with complimentary prawn crackers,2,100
110,128,spicy,80,100,1,0,0,50,17,55,ACEBHDGF,Fa,ABDE,Num3,contain lemongrass,3,86
110,128,spicy,80,100,1,0,0,50,17,55,ACEBHDGF,T1,DEGH,Some,contain holy basil,4,100
110,128,spicy,80,100,1,0,0,50,17,55,ACEBHDGF,T2,AE,Conj2,are served with noodles,1,21
156,129,profitable,100,79,1,0,70,0,100,100,CDFAEGBH,Tr,FGH,All,are family businesses,1,100
156,129,profitable,100,79,1,0,70,0,100,100,CDFAEGBH,Fa,ABH,None,have 24/7 customer support,3,0
156,129,profitable,100,79,1,0,70,0,100,100,CDFAEGBH,T1,EH,Conj2,have employee uniforms,4,100
156,129,profitable,100,79,1,0,70,0,100,100,CDFAEGBH,T2,ABEH,Num2,are construction companies,2,100
8,130,safe,46,100,100,100,74,77,56,64,FDCHGBEA,Tr,FGH,All,border a river,2,100
8,130,safe,46,100,100,100,74,77,56,64,FDCHGBEA,Fa,AH,Conj2,have a public library,4,0
8,130,safe,46,100,100,100,74,77,56,64,FDCHGBEA,T1,ADFGH,Num3,are situated North of the city center,1,100
8,130,safe,46,100,100,100,74,77,56,64,FDCHGBEA,T2,ABEH,Num2,have a hardware store,3,100
226,131,complete,79,100,30,0,10,39,16,100,DBHAGCEF,Tr,GH,Conj2,are about credit card fraud,2,100
226,131,complete,79,100,30,0,10,39,16,100,DBHAGCEF,Fa,ABH,None,affect retired clients,3,0
226,131,complete,79,100,30,0,10,39,16,100,DBHAGCEF,T1,DEGH,All,involve a repeat offender,1,12
226,131,complete,79,100,30,0,10,39,16,100,DBHAGCEF,T2,ABDE,Some,require an official statement from the bank,4,0
135,132,full,67,39,68,77,29,65,21,62,FAGBEDHC,Tr,ADGH,Some,included a layover,4,39
135,132,full,67,39,68,77,29,65,21,62,FAGBEDHC,Fa,ABDE,Num3,left in the morning,3,30
135,132,full,67,39,68,77,29,65,21,62,FAGBEDHC,T1,ABDGH,Num2,used a Boeing model plane,2,67
135,132,full,67,39,68,77,29,65,21,62,FAGBEDHC,T2,DEH,All,were international,1,77
24,133,tall,70,61,60,57,53,74,71,64,BDEACGHF,Tr,ADGH,Some,have roommates,3,39
24,133,tall,70,61,60,57,53,74,71,64,BDEACGHF,Fa,AH,Conj2,drink coffee,4,64
24,133,tall,70,61,60,57,53,74,71,64,BDEACGHF,T1,ADFGH,Num3,play video games,2,35
24,133,tall,70,61,60,57,53,74,71,64,BDEACGHF,T2,ABDE,None,use public transport,1,70
260,134,powerful,83,9,29,14,84,85,85,89,CGHBAEFD,Tr,GH,Conj2,are black,1,100
260,134,powerful,83,9,29,14,84,85,85,89,CGHBAEFD,Fa,AB,Some,have heated seats,3,0
260,134,powerful,83,9,29,14,84,85,85,89,CGHBAEFD,T1,ABEGH,Num2,have leather interiors,2,100
260,134,powerful,83,9,29,14,84,85,85,89,CGHBAEFD,T2,ADEH,Num3,have a touchscreen,4,83
192,135,young,0,30,39,14,99,93,90,85,CHEBDGFA,Tr,ADGH,Some,are left-handed,3,79
192,135,young,0,30,39,14,99,93,90,85,CHEBDGFA,Fa,AH,Conj2,use black pens,2,0
192,135,young,0,30,39,14,99,93,90,85,CHEBDGFA,T1,ADFGH,Num3,have houseplants,1,100
192,135,young,0,30,39,14,99,93,90,85,CHEBDGFA,T2,ABDH,Num2,keep journals,4,64
42,136,hot,87,16,75,95,24,83,74,61,EACHBDFG,Tr,ABC,None,were workdays,1,80
42,136,hot,87,16,75,95,24,83,74,61,EACHBDFG,Fa,AB,Some,had high humidity,2,26
42,136,hot,87,16,75,95,24,83,74,61,EACHBDFG,T1,DH,Conj2,were windy,3,93
42,136,hot,87,16,75,95,24,83,74,61,EACHBDFG,T2,ADEH,Num3,had heavy traffic,4,77
215,137,expensive,18,48,1,0,50,100,0,66,CFGBEAHD,Tr,ABC,None,are grey,3,0
215,137,expensive,18,48,1,0,50,100,0,66,CFGBEAHD,Fa,ABDE,Num3,have tinted windows,1,9
215,137,expensive,18,48,1,0,50,100,0,66,CFGBEAHD,T1,DEGH,All,have the gas tank door on the left side,4,100
215,137,expensive,18,48,1,0,50,100,0,66,CFGBEAHD,T2,ABDE,Some,have reflector headlights,2,11
196,138,large,85,6,56,8,89,47,72,3,FHBCAEDG,Tr,ABGH,Num2,have double-glazed windows,2,99
196,138,large,85,6,56,8,89,47,72,3,FHBCAEDG,Fa,ABH,Conj3,have air conditioning,1,21
196,138,large,85,6,56,8,89,47,72,3,FHBCAEDG,T1,DEGH,Some,are located on the top floor,4,98
196,138,large,85,6,56,8,89,47,72,3,FHBCAEDG,T2,DEH,All,come pre-furnished,3,83
132,139,late,49,100,100,11,2,3,63,82,GBFCHEAD,Tr,ABC,None,work in HR,1,100
132,139,late,49,100,100,11,2,3,63,82,GBFCHEAD,Fa,ABD,Num2,drink tea,3,4
132,139,late,49,100,100,11,2,3,63,82,GBFCHEAD,T1,EGH,Conj3,bring packed lunches,4,100
132,139,late,49,100,100,11,2,3,63,82,GBFCHEAD,T2,DEH,All,use post-it notes,2,34
75,140,spicy,71,0,89,100,53,0,0,18,GEDHCABF,Tr,ABGH,Num2,are served with noodles,2,100
75,140,spicy,71,0,89,100,53,0,0,18,GEDHCABF,Fa,AH,Conj2,contain holy basil,3,0
75,140,spicy,71,0,89,100,53,0,0,18,GEDHCABF,T1,AEFGH,Num3,contain lemongrass,1,100
75,140,spicy,71,0,89,100,53,0,0,18,GEDHCABF,T2,DEH,All,come with complimentary prawn crackers,4,100
174,141,profitable,60,73,23,69,4,13,50,96,CAHFGDBE,Tr,ABC,None,are construction companies,3,74
174,141,profitable,60,73,23,69,4,13,50,96,CAHFGDBE,Fa,AH,Conj2,have employee uniforms,1,85
174,141,profitable,60,73,23,69,4,13,50,96,CAHFGDBE,T1,ABDGH,Num2,have 24/7 customer support,2,71
174,141,profitable,60,73,23,69,4,13,50,96,CAHFGDBE,T2,DEH,All,are family businesses,4,76
221,142,safe,50,50,50,72,50,50,50,50,CBAGDHFE,Tr,ABC,None,have a hardware store,3,79
221,142,safe,50,50,50,72,50,50,50,50,CBAGDHFE,Fa,ABDH,All,are situated North of the city center,4,79
221,142,safe,50,50,50,72,50,50,50,50,CBAGDHFE,T1,ADFGH,Num3,have a public library,2,73
221,142,safe,50,50,50,72,50,50,50,50,CBAGDHFE,T2,ABEH,Num2,border a river,1,64
250,143,complete,86,73,1,100,51,17,100,96,ACFHDGBE,Tr,ABGH,Num2,affect retired clients,1,100
250,143,complete,86,73,1,100,51,17,100,96,ACFHDGBE,Fa,AB,Some,require an official statement from the bank,2,0
250,143,complete,86,73,1,100,51,17,100,96,ACFHDGBE,T1,DGH,Conj3,are about credit card fraud,3,0
250,143,complete,86,73,1,100,51,17,100,96,ACFHDGBE,T2,DEH,All,involve a repeat offender,4,0
85,144,full,100,69,1,14,0,12,50,31,GHCEBFDA,Tr,AFGH,Num3,were international,2,80
85,144,full,100,69,1,14,0,12,50,31,GHCEBFDA,Fa,ABE,Num2,included a layover,4,79
85,144,full,100,69,1,14,0,12,50,31,GHCEBFDA,T1,DEGH,All,left in the morning,1,69
85,144,full,100,69,1,14,0,12,50,31,GHCEBFDA,T2,DEH,Conj3,used a Boeing model plane,3,76
148,145,tall,100,71,22,100,100,78,100,60,BEAHDFGC,Tr,GH,Conj2,use public transport,2,100
148,145,tall,100,71,22,100,100,78,100,60,BEAHDFGC,Fa,AB,Some,play video games,1,30
148,145,tall,100,71,22,100,100,78,100,60,BEAHDFGC,T1,ABEGH,Num2,have roommates,4,100
148,145,tall,100,71,22,100,100,78,100,60,BEAHDFGC,T2,ABDE,None,drink coffee,3,17
47,146,powerful,80,20,100,38,68,35,50,100,GEHCADBF,Tr,AEGH,Some,have leather interiors,2,100
47,146,powerful,80,20,100,38,68,35,50,100,GEHCADBF,Fa,ABDE,Num3,have heated seats,4,0
47,146,powerful,80,20,100,38,68,35,50,100,GEHCADBF,T1,ABD,None,have a touchscreen,3,21
47,146,powerful,80,20,100,38,68,35,50,100,GEHCADBF,T2,DEH,Conj3,are black,1,71
26,147,young,19,0,100,0,57,91,100,77,GDEBAHFC,Tr,ABC,None,have houseplants,1,100
26,147,young,19,0,100,0,57,91,100,77,GDEBAHFC,Fa,AB,Some,are left-handed,2,0
26,147,young,19,0,100,0,57,91,100,77,GDEBAHFC,T1,AEFGH,Num3,use black pens,4,100
26,147,young,19,0,100,0,57,91,100,77,GDEBAHFC,T2,AE,Conj2,keep journals,3,20
243,148,hot,74,39,50,25,67,86,8,50,DCEGFHAB,Tr,FGH,Conj3,had high humidity,2,78
243,148,hot,74,39,50,25,67,86,8,50,DCEGFHAB,Fa,ABEH,All,had heavy traffic,3,50
243,148,hot,74,39,50,25,67,86,8,50,DCEGFHAB,T1,ABDGH,Num2,were windy,1,63
243,148,hot,74,39,50,25,67,86,8,50,DCEGFHAB,T2,ABDE,Some,were workdays,4,60
90,149,expensive,21,50,87,37,50,61,19,95,DBHEFCGA,Tr,ABGH,Num2,have the gas tank door on the left side,4,23
90,149,expensive,21,50,87,37,50,61,19,95,DBHEFCGA,Fa,AB,Some,have reflector headlights,2,61
90,149,expensive,21,50,87,37,50,61,19,95,DBHEFCGA,T1,EH,Conj2,are grey,3,69
90,149,expensive,21,50,87,37,50,61,19,95,DBHEFCGA,T2,ADEH,Num3,have tinted windows,1,68
290,150,large,26,62,16,83,68,50,38,37,AGDHFCEB,Tr,FGH,Conj3,come pre-furnished,1,100
290,150,large,26,62,16,83,68,50,38,37,AGDHFCEB,Fa,ABDE,Num3,have double-glazed windows,3,40
290,150,large,26,62,16,83,68,50,38,37,AGDHFCEB,T1,ABD,None,are located on the top floor,4,60
290,150,large,26,62,16,83,68,50,38,37,AGDHFCEB,T2,ABDE,Some,have air conditioning,2,37
69,151,late,70,100,15,41,13,81,54,68,ABECHDGF,Tr,AFGH,Num3,work in HR,4,61
69,151,late,70,100,15,41,13,81,54,68,ABECHDGF,Fa,ABH,None,use post-it notes,1,1
69,151,late,70,100,15,41,13,81,54,68,ABECHDGF,T1,EGH,Conj3,bring packed lunches,3,88
69,151,late,70,100,15,41,13,81,54,68,ABECHDGF,T2,ABDE,Some,drink tea,2,59
176,152,spicy,100,0,1,100,72,0,51,100,BEHFCDAG,Tr,AFGH,Num3,come with complimentary prawn crackers,2,0
176,152,spicy,100,0,1,100,72,0,51,100,BEHFCDAG,Fa,AB,Some,contain holy basil,4,100
176,152,spicy,100,0,1,100,72,0,51,100,BEHFCDAG,T1,EGH,Conj3,are served with noodles,3,100
176,152,spicy,100,0,1,100,72,0,51,100,BEHFCDAG,T2,DEH,All,contain lemongrass,1,0
271,153,profitable,65,13,77,42,100,54,4,89,FHGCBADE,Tr,FGH,All,have employee uniforms,2,100
271,153,profitable,65,13,77,42,100,54,4,89,FHGCBADE,Fa,AB,Some,are family businesses,3,0
271,153,profitable,65,13,77,42,100,54,4,89,FHGCBADE,T1,ABD,None,are construction companies,1,80
271,153,profitable,65,13,77,42,100,54,4,89,FHGCBADE,T2,ABDH,Num2,have 24/7 customer support,4,69
39,154,safe,69,67,54,82,86,13,18,100,CGHFDBAE,Tr,AEGH,Some,are situated North of the city center,4,100
39,154,safe,69,67,54,82,86,13,18,100,CGHFDBAE,Fa,AH,Conj2,have a public library,3,7
39,154,safe,69,67,54,82,86,13,18,100,CGHFDBAE,T1,ABE,None,have a hardware store,1,15
39,154,safe,69,67,54,82,86,13,18,100,CGHFDBAE,T2,ABEH,Num2,border a river,2,75
140,155,complete,24,0,50,86,100,82,68,100,CHGFADEB,Tr,AEGH,Some,involve a repeat offender,4,72
140,155,complete,24,0,50,86,100,82,68,100,CHGFADEB,Fa,ABDH,All,are about credit card fraud,1,73
140,155,complete,24,0,50,86,100,82,68,100,CHGFADEB,T1,ADFGH,Num3,affect retired clients,3,85
140,155,complete,24,0,50,86,100,82,68,100,CHGFADEB,T2,AE,Conj2,require an official statement from the bank,2,14
71,156,full,100,63,50,76,20,100,56,3,FBAECDHG,Tr,GH,Conj2,used a Boeing model plane,3,100
71,156,full,100,63,50,76,20,100,56,3,FBAECDHG,Fa,ABEH,All,were international,4,0
71,156,full,100,63,50,76,20,100,56,3,FBAECDHG,T1,DEGH,Some,left in the morning,1,100
71,156,full,100,63,50,76,20,100,56,3,FBAECDHG,T2,ADEH,Num3,included a layover,2,0
258,157,tall,61,50,72,61,77,75,23,39,AGEFHCDB,Tr,FGH,All,play video games,2,82
258,157,tall,61,50,72,61,77,75,23,39,AGEFHCDB,Fa,AH,Conj2,have roommates,1,87
258,157,tall,61,50,72,61,77,75,23,39,AGEFHCDB,T1,DEGH,Some,drink coffee,4,60
258,157,tall,61,50,72,61,77,75,23,39,AGEFHCDB,T2,ABDE,None,use public transport,3,71
168,158,powerful,93,25,89,100,100,100,28,78,DHCGABFE,Tr,GH,Conj2,have leather interiors,3,73
